product_id,product_name,category,brand,price,cost_price,launch_date
120,Sofa,Home,Loreal,381.23,241.36,2025-06-14
121,Laptop,Electronics,LG,1579.24,872.7,2023-10-14
122,Sofa,Home,Samsung,1364.46,955.48,2024-02-06
123,Laptop,Electronics,Lenovo,1121.22,793.16,2024-03-24
124,Lipstick,Beauty,Nestle,1801.82,1387.75,2024-01-21
125,T-Shirt,Fashion,Dell,1070.73,610.0,2024-06-24
126,Mobile,Electronics,Nike,1447.82,841.28,2024-01-04
127,Chair,Home,Sony,471.07,347.22,2025-04-19
128,Curtains,Home,Adidas,255.27,165.94,2023-10-30
129,Body Lotion,Beauty,Puma,221.29,137.93,2023-08-02
130,Bread,Grocery,Nike,1260.88,786.86,2024-08-19
131,Mobile,Electronics,Nestle,233.0,161.72,2024-03-16
132,Curtains,Home,Loreal,557.58,374.59,2023-07-04
133,Lipstick,Beauty,Sony,423.9,284.33,2024-10-30
134,Smart Watch,Electronics,Sony,1141.08,908.53,2024-01-11
135,Dining Table,Home,Lenovo,1040.03,777.54,2026-02-20
136,Mobile,Electronics,Puma,1607.42,1178.68,2023-12-23
137,Snacks,Grocery,Dell,637.56,321.69,2025-04-15
138,Coffee,Grocery,Lenovo,1957.5,1530.2,2026-01-29
139,Smart Watch,Electronics,Apple,1121.38,769.3,2023-06-10
140,Hoodie,Fashion,Loreal,902.78,533.64,2025-12-22
141,Jeans,Fashion,Samsung,1989.63,1268.61,2024-08-24
142,T-Shirt,Fashion,Loreal,1580.13,998.1,2024-03-27
143,Rice,Grocery,Loreal,1912.19,1174.71,2024-05-16
144,Tablet,Electronics,Nestle,433.05,224.93,2024-02-05
145,Snacks,Grocery,Apple,158.52,117.76,2025-11-25
146,Jacket,Fashion,Loreal,247.83,185.33,2025-06-30
147,Jacket,Fashion,Dell,1168.34,678.71,2025-11-02
148,Milk,Grocery,Sony,1269.65,683.46,2026-03-18
149,Mobile,Electronics,Apple,861.39,547.27,2025-01-10
150,Curtains,Home,Sony,224.87,157.63,2024-06-15
151,Jeans,Fashion,Nike,1911.29,1268.34,2026-05-07
152,T-Shirt,Fashion,Loreal,515.76,291.96,2024-02-21
153,Hoodie,Fashion,Loreal,33.17,17.89,2026-05-01
154,Curtains,Home,Adidas,1829.98,1428.17,2024-04-16
155,Bread,Grocery,Adidas,706.95,475.22,2025-04-09
156,Laptop,Electronics,Nike,818.15,577.05,2024-02-17
157,Perfume,Beauty,Sony,489.82,381.6,2025-07-29
158,Coffee,Grocery,LG,971.3,663.19,2024-05-11
159,Body Lotion,Beauty,Sony,715.87,505.2,2024-01-23
160,Sofa,Home,Loreal,125.72,97.35,2023-09-06
161,Bread,Grocery,Apple,326.75,207.09,2024-02-01
162,Body Lotion,Beauty,Samsung,715.28,559.39,2024-04-02
163,Laptop,Electronics,Dell,1696.07,1141.42,2025-12-29
164,Snacks,Grocery,Adidas,10.35,5.31,2024-02-13
165,Mobile,Electronics,Nike,1750.23,877.5,2024-03-28
166,Tablet,Electronics,Nestle,419.91,267.31,2025-07-02
167,Face Wash,Beauty,Puma,1359.25,953.66,2024-02-17
168,Smart Watch,Electronics,Apple,344.8,263.08,2025-05-12
169,Shoes,Fashion,Sony,397.46,217.59,2023-10-05
170,Snacks,Grocery,Loreal,1271.6,639.62,2024-08-06
171,Shoes,Fashion,Puma,1297.9,661.98,2024-07-27
172,Snacks,Grocery,Loreal,503.8,370.21,2026-03-18
173,Shoes,Fashion,Sony,245.07,186.77,2023-08-31
174,Sofa,Home,Nestle,906.81,514.09,2023-05-29
175,Headphones,Electronics,Sony,1988.1,1472.75,2026-01-28
176,Headphones,Electronics,Nike,1582.43,1099.05,2026-03-27
177,Chair,Home,Sony,197.09,145.84,2026-02-03
178,Shoes,Fashion,Dell,695.29,359.63,2023-09-26
179,Curtains,Home,Apple,142.77,77.0,2025-05-26
180,Rice,Grocery,Puma,172.91,115.2,2024-05-08
181,Jeans,Fashion,Sony,1280.45,931.52,2023-07-02
182,Headphones,Electronics,Lenovo,144.68,105.3,2025-04-12
183,Laptop,Electronics,Lenovo,726.86,439.1,2024-11-12
184,Lamp,Home,Nestle,520.25,382.34,2023-07-19
185,Sofa,Home,Puma,146.6,94.74,2026-04-23
186,Mobile,Electronics,Dell,1557.68,893.31,2024-12-16
187,Dining Table,Home,LG,129.64,90.67,2024-05-14
188,Smart Watch,Electronics,Apple,1331.47,675.09,2025-01-28
189,Laptop,Electronics,Apple,518.24,285.44,2025-10-11
190,Laptop,Electronics,Apple,1734.32,1179.55,2025-03-12
191,Curtains,Home,Sony,1415.28,1111.2,2023-10-17
192,Shoes,Fashion,Loreal,1722.8,1213.05,2024-03-16
193,Smart Watch,Electronics,Nestle,42.03,28.99,2024-08-07
194,Shoes,Fashion,Nike,1178.12,662.93,2026-02-05
195,Jeans,Fashion,Samsung,232.31,161.18,2023-08-02
196,Jacket,Fashion,Samsung,758.55,555.48,2024-10-28
197,Snacks,Grocery,Loreal,1634.32,1022.07,2024-12-11
198,Perfume,Beauty,Puma,638.75,367.43,2025-08-05
199,Lamp,Home,Puma,983.2,602.3,2024-12-10
200,Lamp,Home,Nestle,1686.83,1311.06,2023-06-03
201,Snacks,Grocery,Puma,1038.75,799.16,2025-05-23
202,Lamp,Home,Nike,588.51,426.28,2024-04-18
203,Sofa,Home,Puma,1809.52,916.62,2023-08-19
204,Curtains,Home,Adidas,388.6,236.17,2023-07-05
205,Lamp,Home,Nike,147.88,99.45,2024-11-02
206,T-Shirt,Fashion,Loreal,170.45,110.46,2024-05-30
207,Chair,Home,Adidas,1484.48,870.78,2025-10-11
208,Hoodie,Fashion,Lenovo,465.35,371.77,2024-10-19
209,Lipstick,Beauty,Puma,1391.78,737.68,2023-09-11
210,Hoodie,Fashion,Apple,370.3,237.23,2023-08-24
211,Jacket,Fashion,Sony,1487.64,1137.74,2025-07-23
212,Tablet,Electronics,Adidas,321.61,252.17,2023-05-31
213,Headphones,Electronics,Puma,960.01,759.91,2023-08-10
214,Rice,Grocery,Dell,1006.89,685.9,2026-02-06
215,Body Lotion,Beauty,Sony,519.23,371.12,2023-10-15
216,Lamp,Home,Adidas,1014.0,674.12,2024-11-10
217,Milk,Grocery,Nike,1385.39,747.31,2024-11-17
218,Dining Table,Home,Loreal,1497.31,801.82,2025-01-14
219,Perfume,Beauty,Apple,1638.41,1174.59,2024-04-14
220,Mobile,Electronics,Adidas,841.72,553.71,2025-11-11
221,T-Shirt,Fashion,LG,1052.8,632.73,2023-07-08
222,Shampoo,Beauty,Lenovo,739.61,378.0,2023-12-07
223,Hoodie,Fashion,Puma,1824.3,1214.34,2025-12-10
224,Chair,Home,Samsung,568.92,416.65,2025-10-18
225,Hoodie,Fashion,Dell,1595.72,1094.29,2025-04-22
226,Rice,Grocery,Loreal,1865.53,1210.59,2026-03-27
227,Shoes,Fashion,Lenovo,593.81,299.68,2024-11-15
228,Smart Watch,Electronics,Apple,1272.93,748.14,2024-12-26
229,Bread,Grocery,Nestle,596.57,451.17,2026-01-01
230,Shoes,Fashion,Nike,589.61,395.18,2025-03-01
231,Tablet,Electronics,Nike,911.09,681.42,2023-09-10
232,Headphones,Electronics,Nestle,1060.82,801.84,2025-10-06
233,Jacket,Fashion,Lenovo,678.34,396.57,2026-03-04
234,Shoes,Fashion,Lenovo,847.77,456.81,2024-07-03
235,Coffee,Grocery,Nestle,790.72,441.21,2025-05-17
236,Headphones,Electronics,Nestle,803.52,420.31,2024-02-25
237,Dining Table,Home,Dell,1998.19,1015.13,2025-01-30
238,Coffee,Grocery,Nestle,991.25,724.25,2025-08-24
239,Lipstick,Beauty,Samsung,255.63,187.97,2024-11-13
240,Curtains,Home,Samsung,1176.51,703.32,2025-05-16
241,Face Wash,Beauty,Lenovo,1463.85,1166.49,2023-08-30
242,Shampoo,Beauty,Loreal,1225.48,780.65,2023-06-18
243,Snacks,Grocery,Puma,817.32,568.79,2024-04-26
244,Shampoo,Beauty,LG,1402.31,747.72,2024-10-22
245,Chair,Home,Apple,1606.01,1106.27,2025-08-12
246,Bread,Grocery,Apple,997.96,530.96,2025-03-27
247,Jeans,Fashion,Samsung,1278.5,643.02,2025-01-11
248,Smart Watch,Electronics,Apple,1820.13,1228.64,2024-08-23
249,Hoodie,Fashion,Nike,1383.01,1074.24,2023-11-15
250,Lamp,Home,LG,1471.11,862.74,2024-11-21
251,Jeans,Fashion,Nestle,792.34,556.58,2025-02-14
252,Curtains,Home,Dell,1311.87,806.08,2024-12-12
253,Tablet,Electronics,Lenovo,415.61,321.22,2024-12-11
254,Rice,Grocery,Apple,950.85,574.73,2023-10-15
255,Sofa,Home,Apple,1441.65,1054.5,2025-12-29
256,Snacks,Grocery,Samsung,95.88,59.05,2023-06-06
257,Rice,Grocery,Samsung,330.71,199.63,2024-11-02
258,Snacks,Grocery,Lenovo,1192.23,852.34,2024-09-27
259,Milk,Grocery,Lenovo,392.37,217.38,2024-03-08
260,Bread,Grocery,Dell,630.87,381.73,2024-09-24
261,Rice,Grocery,Apple,1391.71,728.08,2024-08-23
262,Snacks,Grocery,Lenovo,1986.47,1054.63,2024-05-01
263,Perfume,Beauty,Sony,794.69,460.96,2025-03-17
264,Hoodie,Fashion,Sony,699.1,553.88,2025-01-19
265,Shampoo,Beauty,Puma,1395.9,870.74,2025-05-06
266,Chair,Home,Sony,1024.47,674.02,2025-09-05
267,Lamp,Home,Samsung,919.75,734.41,2024-11-18
268,T-Shirt,Fashion,Sony,1411.3,918.05,2025-07-23
269,Bread,Grocery,Apple,343.55,185.41,2024-04-11
270,Jeans,Fashion,Samsung,1857.41,946.73,2025-01-15
271,Snacks,Grocery,Puma,51.68,38.75,2026-01-15
272,Sofa,Home,Samsung,332.47,221.66,2024-06-30
273,Rice,Grocery,Nestle,1061.38,642.79,2023-07-27
274,Shoes,Fashion,LG,1038.09,524.18,2024-06-10
275,Shampoo,Beauty,Adidas,164.15,93.26,2025-04-15
276,Milk,Grocery,Nike,1422.19,886.67,2024-02-18
277,Perfume,Beauty,Loreal,1744.63,1270.65,2024-12-17
278,Dining Table,Home,Nestle,1710.22,928.32,2025-06-27
279,Tablet,Electronics,LG,1873.75,1485.46,2024-09-22
280,Face Wash,Beauty,Nestle,1422.7,986.94,2026-01-29
281,Perfume,Beauty,Samsung,1781.46,1143.45,2024-07-20
282,Smart Watch,Electronics,Puma,1067.98,817.58,2025-07-19
283,Tablet,Electronics,Adidas,1566.55,1084.55,2025-09-12
284,Shampoo,Beauty,Loreal,1386.09,1101.8,2023-08-26
285,Laptop,Electronics,Lenovo,1969.85,1169.71,2026-04-11
286,Hoodie,Fashion,Nike,346.19,276.91,2025-05-11
287,Jacket,Fashion,Lenovo,757.7,541.31,2024-09-06
288,Body Lotion,Beauty,Lenovo,1849.32,1148.86,2025-09-11
289,Shoes,Fashion,Sony,946.76,754.04,2026-01-15
290,Smart Watch,Electronics,Apple,101.67,73.79,2024-10-15
291,Hoodie,Fashion,Lenovo,1924.22,1282.99,2024-04-06
292,Headphones,Electronics,Samsung,34.65,19.91,2026-02-25
293,Shoes,Fashion,Lenovo,973.06,694.3,2024-01-14
294,Perfume,Beauty,Nike,1839.22,1284.89,2023-10-04
295,Face Wash,Beauty,Nestle,1058.56,635.56,2023-11-02
296,Mobile,Electronics,Nike,399.41,298.53,2024-08-07
297,Lipstick,Beauty,Dell,819.57,455.38,2025-08-25
298,Jacket,Fashion,Lenovo,1453.25,1044.15,2024-08-30
299,Shampoo,Beauty,Nike,181.83,105.33,2024-02-22
300,Jeans,Fashion,LG,287.75,190.24,2023-07-25
301,T-Shirt,Fashion,Dell,1721.07,1367.95,2026-03-30
302,Snacks,Grocery,Apple,462.42,300.35,2024-06-14
303,Body Lotion,Beauty,Sony,1407.87,773.24,2024-09-16
304,Lamp,Home,Puma,545.21,316.32,2024-07-25
305,Chair,Home,Loreal,1443.73,1140.66,2026-02-15
306,Smart Watch,Electronics,Puma,659.21,470.13,2024-10-30
307,Bread,Grocery,Samsung,798.69,592.91,2023-10-08
308,Shampoo,Beauty,Nestle,1379.32,984.63,2024-11-13
309,Face Wash,Beauty,LG,1664.41,1252.85,2025-05-17
310,Laptop,Electronics,Loreal,947.46,518.59,2023-12-28
311,Lamp,Home,Adidas,261.16,192.59,2026-05-10
312,Sofa,Home,Nike,623.05,332.35,2023-08-27
313,Jacket,Fashion,Loreal,141.92,110.97,2024-03-17
314,Dining Table,Home,Nike,1595.02,1190.67,2024-02-17
315,Curtains,Home,Sony,1077.59,796.99,2024-06-26
316,Coffee,Grocery,Samsung,655.18,344.59,2024-10-08
317,Curtains,Home,Loreal,1881.79,1365.52,2024-04-28
318,Lamp,Home,Loreal,1739.99,1022.33,2024-07-28
319,Milk,Grocery,Apple,1323.11,698.07,2025-03-21
320,Shampoo,Beauty,Nestle,400.55,249.95,2026-04-27
321,Lamp,Home,LG,1866.68,953.64,2024-12-30
322,T-Shirt,Fashion,LG,709.94,416.69,2024-02-13
323,Smart Watch,Electronics,Loreal,1358.85,713.8,2024-05-24
324,Sofa,Home,Puma,1109.82,690.63,2025-04-28
325,Tablet,Electronics,Nike,1235.27,782.72,2025-05-02
326,Body Lotion,Beauty,Nike,1842.18,1432.23,2025-09-09
327,Lamp,Home,Puma,94.39,64.24,2025-11-24
328,Lipstick,Beauty,Sony,1275.86,719.64,2023-12-02
329,Snacks,Grocery,Puma,889.45,656.67,2023-08-15
330,Body Lotion,Beauty,Puma,1233.5,889.27,2025-10-31
331,Jacket,Fashion,Nestle,606.98,470.21,2025-12-01
332,Laptop,Electronics,Samsung,1080.21,834.38,2023-09-18
333,Chair,Home,Samsung,1996.78,1561.21,2025-05-18
334,Snacks,Grocery,LG,1551.72,1231.64,2025-09-11
335,Smart Watch,Electronics,LG,1916.78,1436.44,2024-10-31
336,Shoes,Fashion,Nike,1617.18,1222.31,2024-12-02
337,Shoes,Fashion,Nike,183.01,144.49,2025-11-21
338,Bread,Grocery,LG,326.37,178.09,2024-06-07
339,Rice,Grocery,Lenovo,1845.15,1188.5,2023-10-28
340,Shampoo,Beauty,LG,1079.25,780.71,2024-02-11
341,Rice,Grocery,Dell,297.08,219.24,2026-05-16
342,Hoodie,Fashion,Apple,139.33,105.76,2025-11-30
343,Shampoo,Beauty,Loreal,1826.91,1122.46,2025-06-23
344,T-Shirt,Fashion,Apple,1042.08,720.19,2023-10-10
345,Tablet,Electronics,Lenovo,1586.78,1219.64,2024-12-07
346,Sofa,Home,Apple,837.81,441.02,2025-06-19
347,Shoes,Fashion,Loreal,889.72,541.32,2025-12-20
348,Laptop,Electronics,Dell,1630.64,904.38,2024-12-09
349,Lipstick,Beauty,Sony,364.25,243.61,2025-04-20
350,Smart Watch,Electronics,Nike,379.53,212.2,2026-01-09
351,Jeans,Fashion,Nike,1457.52,769.93,2023-12-27
352,Snacks,Grocery,Samsung,593.03,376.46,2024-06-25
353,Laptop,Electronics,Sony,1830.0,1044.42,2025-08-23
354,Jeans,Fashion,Sony,756.8,441.55,2025-09-22
355,Lipstick,Beauty,Samsung,1326.98,740.35,2025-05-09
356,Shoes,Fashion,Samsung,1166.19,928.12,2026-04-30
357,Tablet,Electronics,Adidas,49.82,33.55,2024-05-13
358,Jeans,Fashion,Sony,1299.56,945.64,2026-05-01
359,T-Shirt,Fashion,Nestle,1881.9,1246.45,2026-05-08
360,T-Shirt,Fashion,Puma,309.14,174.96,2025-03-16
361,Mobile,Electronics,Apple,939.69,509.01,2024-09-18
362,Face Wash,Beauty,Nike,1024.52,583.66,2025-03-29
363,Shoes,Fashion,Dell,1843.88,1328.54,2026-05-19
364,Jacket,Fashion,Puma,349.73,266.76,2025-06-08
365,Sofa,Home,Loreal,1843.24,1088.7,2025-04-12
366,Headphones,Electronics,Lenovo,1684.64,1223.91,2026-01-29
367,Coffee,Grocery,Dell,290.88,164.99,2024-10-08
368,Hoodie,Fashion,Apple,1649.52,943.27,2025-12-13
369,Snacks,Grocery,Lenovo,970.42,653.96,2024-07-30
370,Sofa,Home,Samsung,1613.82,880.35,2026-02-03
371,Shoes,Fashion,Nike,1509.78,845.8,2025-08-12
372,Perfume,Beauty,Puma,398.72,254.48,2025-06-29
373,Dining Table,Home,Samsung,1987.38,1511.21,2023-10-09
374,Tablet,Electronics,Sony,1546.0,1193.01,2025-10-24
375,Mobile,Electronics,Nestle,542.78,394.63,2024-09-22
376,Tablet,Electronics,Nike,1802.55,1215.46,2026-02-08
377,Shampoo,Beauty,Apple,1432.75,845.0,2025-09-20
378,Mobile,Electronics,Nike,1438.56,820.55,2025-04-29
379,Coffee,Grocery,Dell,156.41,119.41,2026-03-13
380,Headphones,Electronics,Samsung,665.22,362.52,2024-04-01
381,Coffee,Grocery,Samsung,843.26,430.24,2023-08-11
382,Shoes,Fashion,Nike,284.44,176.94,2024-06-28
383,Lipstick,Beauty,Adidas,1379.79,726.17,2026-01-12
384,Shampoo,Beauty,Puma,1151.5,899.2,2026-02-01
385,Body Lotion,Beauty,Loreal,1266.07,691.63,2025-07-06
386,Perfume,Beauty,Lenovo,794.6,404.48,2025-05-18
387,Bread,Grocery,Lenovo,455.26,331.11,2024-11-16
388,Coffee,Grocery,Samsung,176.9,92.01,2023-06-02
389,Laptop,Electronics,Sony,995.23,643.92,2025-11-14
390,Shampoo,Beauty,Nike,479.84,283.93,2023-10-25
391,Milk,Grocery,Nestle,56.87,34.12,2023-12-30
392,Jacket,Fashion,Sony,1268.28,1002.87,2024-08-27
393,Mobile,Electronics,Lenovo,1554.97,793.45,2026-02-19
394,Curtains,Home,Sony,1509.11,858.57,2024-07-31
395,Chair,Home,Adidas,617.97,399.63,2024-04-12
396,Rice,Grocery,Apple,70.82,53.81,2024-11-14
397,Headphones,Electronics,LG,1606.38,1137.34,2023-12-26
398,Rice,Grocery,Sony,1385.77,816.55,2024-04-06
399,Curtains,Home,Dell,1557.45,916.58,2024-09-04
400,Lipstick,Beauty,Adidas,1087.07,698.45,2024-08-21
401,Hoodie,Fashion,Samsung,263.16,191.31,2026-01-10
402,Jacket,Fashion,Loreal,735.51,458.28,2023-12-26
403,Smart Watch,Electronics,Nestle,1508.85,791.64,2024-02-29
404,Jacket,Fashion,Loreal,1427.63,832.12,2025-11-04
405,Coffee,Grocery,Dell,1383.42,980.94,2025-07-30
406,Dining Table,Home,Samsung,727.35,371.09,2024-04-07
407,T-Shirt,Fashion,Lenovo,103.28,75.68,2025-10-29
408,Hoodie,Fashion,Apple,721.99,552.45,2024-02-25
409,Rice,Grocery,Sony,583.03,393.66,2023-07-30
410,Rice,Grocery,Adidas,933.8,637.47,2026-05-04
411,Jeans,Fashion,Sony,926.18,594.42,2023-07-09
412,Dining Table,Home,LG,583.21,357.33,2024-04-10
413,Shoes,Fashion,Dell,1691.89,962.2,2025-09-02
414,Laptop,Electronics,Adidas,529.44,414.24,2024-01-15
415,T-Shirt,Fashion,Nike,794.85,397.44,2025-12-15
416,Body Lotion,Beauty,LG,1175.23,832.45,2026-04-18
417,Lipstick,Beauty,Nike,1583.31,1063.75,2025-11-26
418,Perfume,Beauty,Apple,17.05,11.36,2025-11-03
419,Mobile,Electronics,Nestle,779.81,499.6,2024-12-25
420,Coffee,Grocery,Apple,1767.12,1282.35,2024-04-10
421,Curtains,Home,Adidas,1317.21,774.08,2025-11-24
422,Lipstick,Beauty,Nestle,1831.21,1086.62,2025-08-12
423,Mobile,Electronics,Lenovo,1725.18,1350.0,2025-04-01
424,Bread,Grocery,Dell,1291.4,792.74,2024-11-01
425,Dining Table,Home,Puma,1543.64,1202.69,2024-06-10
426,Milk,Grocery,Sony,1593.82,1201.61,2025-01-18
427,Jeans,Fashion,Loreal,600.06,321.09,2023-12-27
428,Bread,Grocery,LG,1740.34,935.77,2024-10-15
429,Tablet,Electronics,Adidas,430.07,236.38,2025-02-18
430,Chair,Home,Sony,887.56,557.47,2025-08-24
431,Jeans,Fashion,Nestle,1434.43,778.62,2025-06-08
432,Jacket,Fashion,Sony,1674.44,993.48,2025-06-14
433,Shampoo,Beauty,Nestle,156.25,119.22,2023-09-01
434,Shampoo,Beauty,Samsung,1197.7,941.45,2023-11-19
